,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
170174,2529,2002,4,974059712,F,35,9,95903,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
183546,840,1641,5,994196214,F,25,3,02828,"Full Monty, The (1997)",Comedy,False
805030,1340,494,2,974779212,M,25,7,14302,Executive Decision (1996),Action|Thriller,False
35882,4107,588,3,965689206,F,25,0,23221,Aladdin (1992),Animation|Children's|Comedy|Musical,False
882695,3471,514,3,1039903602,M,18,4,80302,"Ref, The (1994)",Comedy,False
68599,999,2916,2,975044156,M,25,15,62558,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
844845,3859,172,4,965927620,M,25,0,89145,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False
796533,2251,3730,5,974595719,M,35,14,60626,"Conversation, The (1974)",Drama|Mystery,False
957305,1268,1354,5,974818159,M,50,2,10028,Breaking the Waves (1996),Drama,False
779724,5812,1100,3,957942633,F,25,7,92120,Days of Thunder (1990),Action|Romance,False
679872,1755,2450,3,1029991281,F,18,4,77005,Howard the Duck (1986),Adventure|Children's|Sci-Fi,False
732109,5840,3507,5,971743124,F,1,0,44260,"Odd Couple, The (1968)",Comedy,False
212474,1422,2081,3,975692634,M,35,17,55934,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
733059,1303,1267,3,1042295708,M,25,19,94111,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
702601,4277,2949,5,967620785,M,35,16,98133,Dr. No (1962),Action,False
356818,3687,1682,5,966316758,F,50,1,62221,"Truman Show, The (1998)",Drama,False
481935,3180,344,2,968801238,M,25,14,07430,Ace Ventura: Pet Detective (1994),Comedy,False
741903,131,2176,5,977432641,M,18,4,06520,Rope (1948),Thriller,False
184847,1141,1394,4,976068821,F,25,3,84770,Raising Arizona (1987),Comedy,False
847884,2764,507,3,973137448,M,25,7,91403,"Perfect World, A (1993)",Action|Drama,False
858095,5522,379,4,960092689,M,25,14,02460,Timecop (1994),Action|Sci-Fi,False
584117,520,2528,3,976199758,F,35,20,55104,Logan's Run (1976),Action|Adventure|Sci-Fi,False
502069,4016,954,5,965534592,M,50,0,33901,Mr. Smith Goes to Washington (1939),Drama,False
351808,3942,474,2,966380432,M,18,4,49855,In the Line of Fire (1993),Action|Thriller,False
427058,2885,1257,4,972186262,F,18,1,80302,Better Off Dead... (1985),Comedy,False
336680,4021,3685,5,965524444,M,50,20,95236,Prizzi's Honor (1985),Comedy|Drama|Romance,False
675251,4979,2422,1,984543142,M,35,2,55423,"Karate Kid III, The (1989)",Action|Adventure|Drama,False
940268,889,2476,3,975254810,M,45,20,10024,Heartbreak Ridge (1986),Action|War,False
484673,2975,924,4,971021441,M,35,11,20879,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
913231,753,3908,4,1012167169,M,1,10,42754,Urban Legends: Final Cut (2000),Horror,False
794206,1954,3469,5,974709642,M,25,16,91402,Inherit the Wind (1960),Drama,False
676697,2044,1064,2,974665730,F,45,0,49408,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,False
656162,1329,2718,3,976832753,M,18,14,60194,Drop Dead Gorgeous (1999),Comedy,False
568121,466,440,3,976227464,M,25,5,55405,Dave (1993),Comedy|Romance,False
877338,3762,1762,2,966093953,M,50,6,11746,Deep Rising (1998),Action|Horror|Sci-Fi,False
969454,549,1812,5,976068439,M,25,6,53217,Wide Awake (1998),Children's|Comedy|Drama,False
799720,1701,928,4,974708297,F,25,4,97233,Rebecca (1940),Romance|Thriller,False
301395,3940,1732,3,965748428,M,35,20,32708,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
724112,454,2792,4,976233115,M,25,20,55092,Airplane II: The Sequel (1982),Comedy,False
455886,3624,2087,3,966562349,M,25,12,60068,Peter Pan (1953),Animation|Children's|Fantasy|Musical,False
245624,3410,728,4,967416723,M,35,1,20653,Cold Comfort Farm (1995),Comedy,False
780724,5689,361,3,960784934,M,25,0,84119,It Could Happen to You (1994),Drama|Romance,False
636851,2888,293,5,972058005,M,25,14,55438,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
227096,3356,2987,5,967698801,M,35,7,95031,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
175200,5329,318,5,961002454,F,25,5,91773,"Shawshank Redemption, The (1994)",Drama,False
129869,3161,1196,5,968870625,M,25,7,55408,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
380170,3885,555,2,967650123,M,25,12,92728,True Romance (1993),Action|Crime|Romance,False
410060,3515,1148,5,966971266,M,35,3,55042,"Wrong Trousers, The (1993)",Animation|Comedy,False
932885,934,2024,2,992026163,F,35,7,97401,"Rapture, The (1991)",Drama|Mystery,False
566100,222,788,4,976834893,M,25,1,55116,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
676619,195,1064,3,977887658,M,25,12,10458,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,False
951707,2145,1355,4,974628702,M,18,10,32750,Nightwatch (1997),Horror|Thriller,False
663563,4408,3398,3,965171582,F,45,2,19033,"Muppets Take Manhattan, The (1984)",Children's|Comedy,False
429490,4458,586,4,965077046,F,25,4,15701-2017,Home Alone (1990),Children's|Comedy,False
459297,816,329,5,975472114,M,45,0,92108,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
778274,1447,2261,3,981022206,M,18,4,80521,One Crazy Summer (1986),Comedy,False
917906,5111,3529,5,962425033,M,35,2,78006,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
747283,2888,2411,2,972061789,M,25,14,55438,Rocky IV (1985),Action|Drama,False
746501,3201,431,4,968624493,M,45,7,35216,Carlito's Way (1993),Crime|Drama,False
655209,19,2139,4,978556036,M,1,10,48073,"Secret of NIMH, The (1982)",Animation|Children's,False
824120,4808,2344,2,962946737,M,35,0,96707-1321,Runaway Train (1985),Action|Adventure|Drama|Thriller,False
449607,5352,2657,1,960650616,F,35,5,55306,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
943093,1837,3791,3,976287821,M,25,2,08817,Footloose (1984),Drama,False
810051,3762,1976,1,966435011,M,50,6,11746,Friday the 13th Part 3: 3D (1982),Horror,False
978422,1706,1482,3,974710144,M,25,20,19134,"Van, The (1996)",Comedy|Drama,False
725689,1340,3243,1,975130461,M,25,7,14302,Encino Man (1992),Comedy,False
92386,4072,1293,5,965452451,M,50,6,93111,Gandhi (1982),Drama,False
27974,5580,527,5,959289326,M,45,7,01581,Schindler's List (1993),Drama|War,False
502560,3705,3591,4,966285362,M,45,7,30076,Mr. Mom (1983),Comedy|Drama,False
961368,5124,2360,2,962198981,M,35,2,20818,"Celebration, The (Festen) (1998)",Drama,False
70869,295,1210,5,976527206,M,18,0,80203,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
749053,4285,3740,5,965280370,M,35,0,62704,Big Trouble in Little China (1986),Action|Comedy,False
200921,1498,733,4,974752843,M,18,4,02139,"Rock, The (1996)",Action|Adventure|Thriller,False
846829,2907,1603,4,971844997,F,35,5,12345,Mimic (1997),Sci-Fi|Thriller,False
219013,3801,2366,5,965998049,M,18,12,36115,King Kong (1933),Action|Adventure|Horror,False
144306,515,2396,4,976203763,M,25,1,55406,Shakespeare in Love (1998),Comedy|Romance,False
17881,3626,2791,5,966594201,M,25,17,75075,Airplane! (1980),Comedy,False
355838,4437,1393,4,965100156,F,35,5,47129,Jerry Maguire (1996),Drama|Romance,False
369445,1741,1639,4,974711456,M,35,7,91107,Chasing Amy (1997),Drama|Romance,False
497184,2042,435,2,974669732,M,1,10,79358,Coneheads (1993),Comedy|Sci-Fi,False
817872,5596,1333,5,959219664,M,35,12,22201,"Birds, The (1963)",Horror,False
673262,1344,1033,3,974773822,F,25,9,43420,"Fox and the Hound, The (1981)",Animation|Children's,False
496197,2808,1104,4,972777327,M,56,16,60610,"Streetcar Named Desire, A (1951)",Drama,False
962670,2820,2801,3,972662635,F,35,0,02138,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,False
923634,1266,1919,4,978577876,M,25,4,18104,Madeline (1998),Children's|Comedy,False
421587,3476,1320,1,968953563,M,50,0,44126,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
551020,3285,203,3,968627460,M,25,4,44706,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False
743994,2761,1388,1,973148632,M,35,6,80917,Jaws 2 (1978),Action|Horror,False
185015,1889,1394,4,976400060,M,18,14,80023,Raising Arizona (1987),Comedy,False
731249,2781,3505,4,978964125,M,35,4,45205,No Way Out (1987),Thriller,False
337045,1699,1296,4,981322031,F,25,19,98102,"Room with a View, A (1986)",Drama|Romance,False
311937,4430,562,4,965101334,F,25,0,94403,Welcome to the Dollhouse (1995),Comedy|Drama,False
933492,4933,1260,5,962651616,M,25,15,94040,M (1931),Crime|Film-Noir|Thriller,False
417003,2581,1233,4,973889654,M,25,11,60611,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
392281,3274,367,4,979766883,M,25,20,02062,"Mask, The (1994)",Comedy|Crime|Fantasy,False
909130,376,314,4,980621566,M,35,1,80026,"Secret of Roan Inish, The (1994)",Drama,False
860993,4748,3011,4,963274940,M,45,16,60302,"They Shoot Horses, Don't They? (1969)",Drama,False
143050,329,1917,5,976474887,M,35,7,02115,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
653654,2994,2993,3,970708086,M,35,5,95008,Thunderball (1965),Action,False
801577,5806,1224,2,957986218,F,50,1,08826,Henry V (1989),Drama|War,False
775900,1647,852,5,1027846155,M,18,18,98118,Tin Cup (1996),Comedy|Romance,False
316895,3650,353,5,966459960,M,25,0,60611,"Crow, The (1994)",Action|Romance|Thriller,False
281629,687,2599,4,975600197,F,25,7,14136,Election (1999),Comedy,False
176560,4269,1968,3,965302470,M,35,18,27603,"Breakfast Club, The (1985)",Comedy|Drama,False
362637,3401,2712,2,980118589,M,35,7,76109,Eyes Wide Shut (1999),Drama,False
863837,2444,2107,2,974578129,F,45,4,42420,Halloween: H20 (1998),Horror|Thriller,False
846779,1941,1603,3,974852616,M,35,17,94550,Mimic (1997),Sci-Fi|Thriller,False
475486,1383,915,3,975979327,F,25,7,19806,Sabrina (1954),Comedy|Romance,False
672102,4377,1606,2,965177913,M,25,0,32444,Kull the Conqueror (1997),Action|Adventure,False
545717,1648,1230,4,974713505,M,50,14,85202,Annie Hall (1977),Comedy|Romance,False
399172,802,1343,4,975398586,M,25,16,22801,Cape Fear (1991),Thriller,False
839259,4647,2331,4,963967363,M,35,20,80222,Living Out Loud (1998),Comedy|Romance,False
898387,1088,281,3,983744797,F,1,10,98103,Nobody's Fool (1994),Drama,False
234748,2643,1250,5,973561649,M,45,17,99005,"Bridge on the River Kwai, The (1957)",Drama|War,False
26537,1756,527,5,974702828,F,25,1,75149,Schindler's List (1993),Drama|War,False
718590,948,3052,3,975162284,M,56,12,43056,Dogma (1999),Comedy,False
883165,2537,374,1,974053245,M,35,11,37620,Richie Rich (1994),Children's|Comedy,False
976520,1897,1132,4,1006901376,F,50,2,94530,Manon of the Spring (Manon des sources) (1986),Drama,False
613877,5347,2961,1,960666752,M,25,6,53705,"Story of Us, The (1999)",Comedy|Drama,False
567563,2378,1461,3,974331122,M,25,3,75150,Vegas Vacation (1997),Comedy,False
276288,3345,1429,3,967776308,M,25,7,18655,Jackie Chan's First Strike (1996),Action,False
172413,834,2006,4,975363442,F,35,12,78640,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
411644,5759,3253,4,959869318,F,25,1,08904,Wayne's World (1992),Comedy,False
684457,1422,1094,4,976121145,M,35,17,55934,"Crying Game, The (1992)",Drama|Romance|War,False
231896,4156,1466,4,965343455,M,56,20,95123,Donnie Brasco (1997),Crime|Drama,False
201305,3281,733,4,968167899,M,25,17,79705,"Rock, The (1996)",Action|Adventure|Thriller,False
20189,26,2797,3,978143298,M,25,7,23112,Big (1988),Comedy|Fantasy,False
743814,5271,2259,2,961141302,F,25,0,94110,Blame It on Rio (1984),Comedy|Romance,False
511841,2503,1200,5,974084596,M,35,17,19360,Aliens (1986),Action|Sci-Fi|Thriller|War,False
226189,222,2987,2,976834933,M,25,1,55116,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
584517,4277,2528,3,965294233,M,35,16,98133,Logan's Run (1976),Action|Adventure|Sci-Fi,False
110161,5460,2858,5,959906244,M,18,4,02143,American Beauty (1999),Comedy|Drama,False
735505,1125,3952,4,985105122,F,18,4,53715,"Contender, The (2000)",Drama|Thriller,False
372077,3609,2442,4,966610970,F,25,17,48239,Hilary and Jackie (1998),Drama,False
89820,1842,3147,5,993446660,M,18,4,53190,"Green Mile, The (1999)",Drama|Thriller,False
420952,5193,3359,5,961702871,M,35,12,14619,Breaking Away (1979),Drama,False
368407,4656,1274,5,963895150,M,25,17,94041,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,False
244073,2205,1617,5,974603150,F,25,7,10016,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
536657,4386,2529,5,965233005,M,25,5,74055,Planet of the Apes (1968),Action|Sci-Fi,False
81667,1922,3108,3,975129111,F,25,7,94303,"Fisher King, The (1991)",Comedy|Drama|Romance,False
183303,5569,3421,2,959860157,F,18,1,07666,Animal House (1978),Comedy,False
592624,3592,141,4,966643776,F,56,2,99701,"Birdcage, The (1996)",Comedy,False
471882,1501,2174,4,974929031,M,25,11,75801,Beetlejuice (1988),Comedy|Fantasy,False
952215,293,3304,4,976561197,M,56,1,55337-4056,Blue Collar (1978),Crime|Drama,False
628238,1632,1185,3,974717367,M,25,16,94120,My Left Foot (1989),Drama,False
54790,5755,2028,4,958265087,F,35,2,78744,Saving Private Ryan (1998),Action|Drama|War,False
723373,5767,2416,3,958191394,M,25,2,75287,Back to School (1986),Comedy,False
445108,5190,2078,4,961704574,F,35,0,85024,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,False
157169,1298,380,4,974848846,M,35,6,33615,True Lies (1994),Action|Adventure|Comedy|Romance,False
711616,781,3450,3,975435179,M,18,4,95076,Grumpy Old Men (1993),Comedy,False
248113,1880,6,3,974694594,M,35,0,91006,Heat (1995),Action|Crime|Thriller,False
619256,1861,1672,4,974771791,M,50,16,92129,"Rainmaker, The (1997)",Drama,False
130865,5165,1196,4,961904132,M,35,6,91103,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
6487,1552,1197,3,974874726,M,45,20,10021,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
707428,1614,3000,5,974729800,M,35,0,90027,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
641134,1101,1206,5,974924811,M,35,1,06417,"Clockwork Orange, A (1971)",Sci-Fi,False
119458,1926,2067,5,974770121,F,1,0,95404,Doctor Zhivago (1965),Drama|Romance|War,False
571129,4742,481,4,963332245,M,25,3,94118,Kalifornia (1993),Drama|Thriller,False
248358,3503,6,4,966994991,M,18,4,59715,Heat (1995),Action|Crime|Thriller,False
888491,3308,2162,3,967975500,F,18,20,15701-1348,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,False
553812,3737,2043,4,966189753,M,25,14,37127,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,False
165968,4520,3418,5,964837281,M,25,4,45810,Thelma & Louise (1991),Action|Drama,False
984371,2278,3042,3,974560445,M,50,17,01536,Meatballs III (1987),Comedy,False
476254,2756,1376,4,973193140,M,18,4,97331,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
68078,2857,1103,4,972510642,M,25,0,10469,Rebel Without a Cause (1955),Drama,False
338628,3316,1947,4,967940496,M,1,19,92557,West Side Story (1961),Musical|Romance,False
150683,1298,1955,4,974837383,M,35,6,33615,Kramer Vs. Kramer (1979),Drama,False
696914,3576,420,3,966720636,M,50,7,68046,Beverly Hills Cop III (1994),Action|Comedy,False
523179,3013,3247,4,994721257,M,45,17,97124,Sister Act (1992),Comedy|Crime,False
334402,1865,3536,5,976586012,F,18,1,94606,Keeping the Faith (2000),Comedy|Romance,False
389250,5880,1673,4,958487806,M,25,1,08904,Boogie Nights (1997),Drama,False
495283,4592,2193,3,964299666,M,18,4,66044,Willow (1988),Action|Adventure|Fantasy,False
920041,929,1209,5,975192839,M,25,15,53706,Once Upon a Time in the West (1969),Western,False
541487,2211,2968,4,974603067,M,45,6,01950,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
116753,426,480,5,976598285,M,18,4,55455,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
708621,1151,1754,3,974870540,M,25,15,46805,Fallen (1998),Action|Mystery|Thriller,False
104694,6018,589,4,956763507,M,35,1,48906,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
663789,1069,327,2,974942239,M,25,20,98105,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,False
841365,2750,1078,5,973199713,F,25,15,91360,Bananas (1971),Comedy|War,False
500628,453,3087,2,976245900,M,18,4,55102,Scrooged (1988),Comedy,False
78388,3224,2881,4,969146994,F,25,14,93428,Double Jeopardy (1999),Action|Thriller,False
336932,415,1296,4,977501645,F,35,0,55406,"Room with a View, A (1986)",Drama|Romance,False
499636,5112,3153,4,962329240,M,35,13,89128,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
291690,5026,2890,2,962578908,M,25,17,92584,Three Kings (1999),Drama|War,False
839363,1088,3061,3,1027989082,F,1,10,98103,Holiday Inn (1942),Comedy|Musical,False
618018,3499,2394,5,966996964,M,25,3,77006,"Prince of Egypt, The (1998)",Animation|Musical,False
522006,4555,539,5,964546251,F,18,9,73008,Sleepless in Seattle (1993),Comedy|Romance,False
341851,4033,1088,3,965525822,M,25,6,43551,Dirty Dancing (1987),Musical|Romance,False
472962,5734,2174,3,958422846,F,25,14,10022,Beetlejuice (1988),Comedy|Fantasy,False
528287,5592,2011,3,959266534,M,25,1,53706,Back to the Future Part II (1989),Comedy|Sci-Fi,False
127565,2876,590,4,973281466,M,25,17,02149,Dances with Wolves (1990),Adventure|Drama|Western,False
970081,1733,2330,5,1038296175,M,18,14,43725,Hands on a Hard Body (1996),Documentary,False
174556,3526,318,5,967617169,M,35,2,62263-3004,"Shawshank Redemption, The (1994)",Drama,False
418294,2837,1307,4,972572988,M,18,0,49506,When Harry Met Sally... (1989),Comedy|Romance,False
716032,639,2671,4,984291562,M,45,17,85202,Notting Hill (1999),Comedy|Romance,False
528583,1122,2012,2,974910532,M,56,14,02632,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
900400,5643,2793,2,959650167,F,35,1,84108,"American Werewolf in Paris, An (1997)",Comedy|Horror,False
617061,1164,2391,4,1021599439,F,25,19,90020,"Simple Plan, A (1998)",Crime|Thriller,False
639628,2026,2288,3,974673943,M,50,16,49277,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
718419,3690,3120,3,966309654,M,18,0,63116,"Distinguished Gentleman, The (1992)",Comedy,False
898385,1069,281,4,974943135,M,25,20,98105,Nobody's Fool (1994),Drama,False
880601,3497,2827,4,967094813,F,35,2,94109,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
908126,498,3089,4,976213684,M,35,17,55113,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,False
375794,2092,111,3,974671907,M,56,1,49006,Taxi Driver (1976),Drama|Thriller,False
318387,4802,32,5,962942458,M,56,1,40601,Twelve Monkeys (1995),Drama|Sci-Fi,False
709706,3942,2122,3,965694546,M,18,4,49855,Children of the Corn (1984),Horror|Thriller,False
469473,699,333,5,975558642,M,18,0,73505,Tommy Boy (1995),Comedy,False
837481,216,3549,1,976869926,M,45,13,52761,Guys and Dolls (1955),Musical,False
200700,403,733,5,976302561,M,18,4,02138,"Rock, The (1996)",Action|Adventure|Thriller,False
219932,2496,1387,5,974177368,M,50,1,37932,Jaws (1975),Action|Horror,False
262142,3842,2289,5,965913422,F,35,16,92054,"Player, The (1992)",Comedy|Drama,False
660143,5831,1275,3,957899168,M,25,1,92120,Highlander (1986),Action|Adventure,False
418824,4906,1307,4,962681465,M,50,17,49506,When Harry Met Sally... (1989),Comedy|Romance,False
687545,3677,1321,5,966363924,F,25,12,06906,"American Werewolf in London, An (1981)",Horror,False
829585,3391,3844,5,970064466,M,18,4,48135,Steel Magnolias (1989),Drama,False
85827,3884,2236,2,967596942,M,18,4,78759,Simon Birch (1998),Drama,False
555235,684,2706,4,975601473,M,25,4,27510,American Pie (1999),Comedy,False
591080,3780,1982,3,966030208,M,1,0,46979,Halloween (1978),Horror,False
156791,5535,1090,5,959578782,M,25,15,94538,Platoon (1986),Drama|War,False
966359,4728,308,3,1032133866,M,25,19,31401,Three Colors: White (1994),Drama,False
844262,2807,1827,5,972777881,F,35,11,22043,"Big One, The (1997)",Comedy|Documentary,False
149498,204,1954,5,983855981,M,25,7,92123,Rocky (1976),Action|Drama,False
936766,3121,2279,3,969333463,M,25,2,32118,Urban Legend (1998),Horror|Thriller,False
521393,813,539,3,975393209,M,18,4,70002,Sleepless in Seattle (1993),Comedy|Romance,False
135456,5011,1198,4,962584420,M,18,4,64154,Raiders of the Lost Ark (1981),Action|Adventure,False
438696,1884,2640,3,974693474,M,45,20,93108,Superman (1978),Action|Adventure|Sci-Fi,False
890683,2776,1627,5,973056705,M,25,14,22205,U Turn (1997),Action|Crime|Mystery,False
719897,5367,786,1,960500355,M,18,4,55344,Eraser (1996),Action|Thriller,False
68871,1806,2916,4,977293995,M,18,4,22032,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
10267,6000,2804,5,956840285,M,45,17,30075,"Christmas Story, A (1983)",Comedy|Drama,False
262497,5998,2289,3,1001781298,M,18,4,61820,"Player, The (1992)",Comedy|Drama,False
234382,347,1250,4,976331627,F,56,1,55305,"Bridge on the River Kwai, The (1957)",Drama|War,False
833317,770,2380,2,976183363,M,18,4,98499,Police Academy 3: Back in Training (1986),Comedy,False
933446,3889,1260,5,965798634,M,45,6,66203,M (1931),Crime|Film-Noir|Thriller,False
491093,5675,858,5,958742156,M,35,14,30030,"Godfather, The (1972)",Action|Crime|Drama,False
510577,3080,2001,3,1015018445,M,25,20,55410,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
96409,754,110,5,975539069,M,35,7,38024,Braveheart (1995),Action|Drama|War,False
401052,1593,529,2,974755105,M,25,16,78411,Searching for Bobby Fischer (1993),Drama,False
158590,3200,2501,3,968629119,F,25,1,98144,October Sky (1999),Drama,False
972524,1172,2996,4,974865477,F,25,0,61801,Music of the Heart (1999),Drama,False
160261,1077,457,3,974998968,M,25,3,60660,"Fugitive, The (1993)",Action|Thriller,False
616044,5219,2605,3,961543722,M,18,4,94706,Entrapment (1999),Crime|Thriller,False
419872,2878,2622,3,972792503,F,50,20,88005,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,False
659894,3910,1275,4,965755786,M,25,20,91505,Highlander (1986),Action|Adventure,False
620779,2562,2568,2,973980859,M,18,0,98021,"Mod Squad, The (1999)",Action|Crime,False
33400,5826,745,4,957914567,M,18,4,60201,"Close Shave, A (1995)",Animation|Comedy|Thriller,False
370192,970,3528,2,975112166,M,25,0,27615,"Prince of Tides, The (1991)",Drama|Romance,False
96483,948,110,3,975145947,M,56,12,43056,Braveheart (1995),Action|Drama|War,False
637353,5750,293,3,958340255,M,18,1,04101,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
206641,5852,3168,4,957756407,F,25,1,94044,Easy Rider (1969),Adventure|Drama,False
398888,3626,3301,4,966603169,M,25,17,75075,"Whole Nine Yards, The (2000)",Comedy|Crime,False
225929,5576,1240,4,959694784,M,25,4,55369,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
500299,4541,2424,2,964673779,M,1,10,55427,You've Got Mail (1998),Comedy|Romance,False
194747,785,2167,5,975430959,M,18,19,29307,Blade (1998),Action|Adventure|Horror,False
148964,2681,3809,4,973391712,F,25,4,48823,What About Bob? (1991),Comedy,False
404812,4009,1358,5,965545850,M,18,7,44039,Sling Blade (1996),Drama|Thriller,False
831644,2419,3387,3,974303930,M,25,0,06096,Who's Harry Crumb? (1989),Comedy,False
634860,471,3638,2,976225142,M,35,7,08904,Moonraker (1979),Action|Romance|Sci-Fi,False
996607,5749,297,2,962844752,M,25,2,94117,Panther (1995),Drama,False
523276,3841,3247,3,965997000,M,45,18,26101,Sister Act (1992),Comedy|Crime,False
661144,2016,2153,2,974675332,F,56,2,20783,"Avengers, The (1998)",Action|Adventure,False
534209,5757,541,5,958258851,M,1,10,05667,Blade Runner (1982),Film-Noir|Sci-Fi,False
515860,5787,1204,5,984189926,M,25,20,90802,Lawrence of Arabia (1962),Adventure|War,False
563637,2214,3101,4,974600871,F,25,1,46807,Fatal Attraction (1987),Thriller,False
803126,48,2944,3,978058818,M,25,4,92107,"Dirty Dozen, The (1967)",Action|War,False
745055,3080,1965,5,969812120,M,25,20,55410,Repo Man (1984),Comedy|Sci-Fi,False
66202,1611,2628,5,974730300,M,25,0,03867,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
484997,4060,924,4,965495026,M,25,18,55412,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
659172,4060,1344,4,965495267,M,25,18,55412,Cape Fear (1962),Film-Noir|Thriller,False
179319,4132,356,5,965350256,M,25,17,80112,Forrest Gump (1994),Comedy|Romance|War,False
664063,5787,327,2,1001122315,M,25,20,90802,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,False
380356,5738,555,5,958417032,M,25,12,55406,True Romance (1993),Action|Crime|Romance,False
192910,1903,1291,4,974693897,M,35,0,90401,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
70713,5837,3468,5,957846005,M,25,7,60607,"Hustler, The (1961)",Drama,False
372088,4277,2442,4,970050229,M,35,16,98133,Hilary and Jackie (1998),Drama,False
353726,5755,1221,4,958264852,F,35,2,78744,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
895815,5738,188,2,958416594,M,25,12,55406,"Prophecy, The (1995)",Horror,False
608172,2810,2273,3,972838964,F,1,10,64093,Rush Hour (1998),Action|Thriller,False
208083,2380,3671,5,974331560,M,25,4,22903,Blazing Saddles (1974),Comedy|Western,False
985403,4083,3804,1,965434940,M,56,14,92630,H.O.T.S. (1979),Comedy,False
727063,2205,112,2,974605067,F,25,7,10016,Rumble in the Bronx (1995),Action|Adventure|Crime,False
333007,3808,1569,3,965962963,M,25,7,60010,My Best Friend's Wedding (1997),Comedy|Romance,False
914089,5916,1401,3,957459250,M,50,20,48230,Ghosts of Mississippi (1996),Drama,False
650195,4829,1748,4,1007833116,M,25,0,20008,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
795212,5787,922,5,958109212,M,25,20,90802,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
645171,1749,2527,3,974754503,M,25,2,10040,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
8134,5812,1197,5,957940129,F,25,7,92120,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
895488,3792,326,3,966610124,M,25,6,68108,To Live (Huozhe) (1994),Drama,False
338066,2934,1007,3,971500342,F,35,20,91324,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
898199,970,427,2,980625421,M,25,0,27615,Boxing Helena (1993),Mystery|Romance|Thriller,False
